Name,Description,Tags,URL,Funding,LaunchDate,MarketCap,XFollowers,Status,Investors,XHandle,Logo
Meter Passport,"Meter Passport is a decentralized multichain bridge for the Meter ecosystem. Currently, it uses 3/5 multisig contract to secure the assets deposited on different chains. The relayers are independent professional staking service providers including protofire, hashquark, infinitystones, Wetez and Meter team. The Meter chain is used as the relay chain for the relayers to validate and vote on crosschain asset transfers and messages.",Bridge,https://passport.meter.io,,,,,Live,,@Meter_IO,https://icons.llama.fi/meter-passport.jpg
Sablier Flow,Pay at a constant rate. Top up over time,Payments,https://app.sablier.com/payments/,,,,,Live,,@Sablier,https://icons.llama.fi/sablier-flow.jpg
SOFA.org,"Creating a decentralized, trustless, atomic settlement foundation for handling all financial assets on-chain.",Options,https://www.sofa.org,,,$4.1M,,Live,,@SOFAorgDAO,https://icons.llama.fi/sofa.org.jpg
Cover Protocol,A peer-to-peer coverage market.,Insurance,,,,"$44,128",,Live,,@CoverProtocol,https://icons.llama.fi/cover-protocol.jpg
Lazy,"Patient capital, rewarded. Deposit USDC, earn yield. No staking. No claiming.",Yield,https://getlazy.xyz,,,,,Live,,@lazydotxyz,https://icons.llama.fi/lazy.jpg
Impermax V2,Impermax is a DeFi ecosystem that enables liquidity providers to leverage their LP tokens,Lending,https://impermax.finance/,,,,,Live,,@ImpermaxFinance,https://icons.llama.fi/impermax-v2.png
Mint Club V2,"Mint Club provides a seamless platform for creating bonding curve-backed tokens or NFTs, using any ERC20 token as the base asset in the bonding curve pool. It facilitates easy tokenization with a completely no-code solution, offering highly customizable bonding curve designs, adjustable creator royalties, a variety of creator tools, and a user-friendly interface for trading bonding curve assets.",Launchpad,https://mint.club,,,,,Live,,@MintClubPro,https://icons.llama.fi/mint-club-v2.jpg
Tetu Earn,Tetu is a decentralized organization committed to providing a next generation yield aggregator to DeFi investors. The Tetu core team has deep industry knowledge building back-end international banking systems and development with leading global payment processing infrastructure.,Yield,http://tetu.io,,,,,Live,,@tetu_io,https://icons.llama.fi/tetu.svg
Rezerve Money,RZR is a decentralized treasury accumulation protocol with one mission to accumulate 1 million ETH. With the power of Community & DeFi.,Reserve Currency,https://rezerve.money/,,,,,Live,,@rezervemoney,https://icons.llama.fi/rezerve-money.jpg
BendDAO APE Staking,ApeCoin Staking Yield,Yield,https://www.benddao.xyz/en/apecoin-staking/explore/pairing-listings/,,,,,Live,,@BendDAO,https://icons.llama.fi/benddao-ape-staking.png
DELV Yield,DELV (formerly Element Finance) is developing the complete suite of decentralized finance. Our protocols work together to help create the new financial system..,Yield,,,,,,Live,,@delv_tech,https://icons.llama.fi/delv-yield.jpg
DSU Money,"DSU is a trust-minimized, fully backed, & collateral-efficient stablecoin.",CDP,https://app.dsu.money,,,,,Live,,@dsumoney,https://icons.llama.fi/dsu-money.jpg
Level,Level is a yield-bearing stablecoin protocol powered by USDT and USDC deposited into DeFi-native sources.,CDP,https://www.level.money,,,,,Live,,@levelusd,https://icons.llama.fi/level-money.jpg
SKALE Network Bridge,The native bridge for the SKALE Network. Transfer your assets to the SKALE Network and move easily across SKALE Chains to access a variety of dApps.,Bridge,https://portal.skale.space/bridge,,,,,Live,,@SkaleNetwork,https://icons.llama.fi/skale-network-bridge.jpg
Supernova AMM,"Supernova is a Next-gen ve(3,3) DEX on Ethereum",Dexs,https://supernova.xyz/,,,,,Live,,@SupernovaDEX,https://icons.llama.fi/supernova-amm.jpg
Zethr,Zethr is a decentralized prediction market where you can be the house,Prediction Market,,,,,,Live,,,https://icons.llama.fi/zethr.png
Ethervista,A new standard for Decentralized Exchanges,Dexs,https://ethervista.app,,,"$928,055",,Live,,@ethervista,https://icons.llama.fi/ethervista.jpg
SmartCredit,DeFi fixed-term / fixed-interest loans for the borrowers. DeFi personal fixed income funds for the lenders,Lending,https://smartcredit.io,,,"$325,976",,Live,,@smartcredit_io,https://icons.llama.fi/smartcredit.png
Strata Season 0,"Users can deposit USDe/eUSDe into the Strata Points Farm on Ethereum Mainnet to mint pUSDe and start accruing Strata Points, unlocking early access, referral rewards, and boosted multipliers.",Farm,https://strata.money,,,,,Live,,@strata_markets,https://icons.llama.fi/strata-season-0.png
Nomad,"Nomad is an interoperability protocol for generalized message passing. We leverage an optimistic mechanism. There are no validators, and there is no blockchain. We're deployed as smart contracts between two chains, and has a lightweight off-chain component. This allows us to have less overhead and be more cost-efficient than other interoperability protocols.",Bridge,https://nomad.xyz,,,,,Live,,@nomadxyz_,https://icons.llama.fi/nomad.png
Kinto Bridge,Kinto is the only Sybil Resistant blockchain with User-Owned KYC and enforced Account Abstraction. 100% focused on finance.,Canonical Bridge,,,,,,Live,,@KintoXYZ,https://icons.llama.fi/kinto-bridge.jpg
NerveBridge,"NerveNetwork is a Decentralized Digital Asset Service Network.It is an asset relay network connecting multiple blockchains, a completely gas-free blockchain.",Bridge,https://nerve.network/,,,,,Live,,@nerve_network,https://icons.llama.fi/nervebridge.png
Sperax USD,"SperaxUSD (USDs) is a stablecoin and yield-automator on Arbitrum. USDs is 100% backed by collateral that is sent to DeFi strategies to produce a yield. This yield is then distributed to holders in a gasless manner, making compound interest easy.",Yield Aggregator,http://sperax.io,,,"$660,406",,Live,,@SperaxUSD,https://icons.llama.fi/sperax-usd.jpg
AirPuff,"AirPuff is a protocol that enables users to perform leverage farming on their points in different Liquid Restaking protocols (LRT) and optimizes the potential return of EigenLayer and underlying LRT points to users, in addition of leveraged restaking yield.",Leveraged Farming,https://www.airpuff.io,,,,,Live,,@airpuff_io,https://icons.llama.fi/airpuff.jpg
Sudoswap V1,"The sudoswap AMM is a minimal, gas-efficient AMM protocol for facilitating NFT (ERC721s) to token (ETH or ERC20) swaps using customizable bonding curves",NFT Marketplace,https://sudoswap.xyz,,,,,Live,,@sudoswap,https://icons.llama.fi/sudoswap.png
Allstake,The first Omnichain Meshed Restaking protocol that brings trustless scaling to ALL chains,Restaking,https://allstake.org/,,,,,Live,,@allstake_fi,https://icons.llama.fi/allstake.png
set.wtf,"set.wtf is a USDT staking protocol offering 20.00% APY, compounded daily. Simply stake your USDT to start earning passive rewards - paid out daily and claimable anytime.",Yield,https://www.set.wtf,,,,,Live,,@set_wtf,https://icons.llama.fi/set.wtf.jpg
Convergence Fi,Boosting yields across the CurveFinance ecosystem.,Yield,,,,,,Live,,@Convergence_fi,https://icons.llama.fi/convergence-fi.jpg
JustMoney,An ecosystem for the next generation of decentralized applications to power Web3 and DeFi.,Dexs,https://about.just.money,,,,,Live,,@JustMoneyIO,https://icons.llama.fi/justmoney.jpg
Teahouse Managed,Teahouse Managed Vaults are single-asset strategy vaults that operate on a periodic schedule (users can only enter/exit at certain times). They run dedicated DeFi strategies that dynamically responds to market signals and are managed by professional Strategy Managers.,Yield Aggregator,https://vault.teahouse.finance,,,,,Live,,@TeahouseFinance,https://icons.llama.fi/teahouse-managed.jpg
MoneyFi,"The MoneyFi Smart Stablecoin Vault auto-distributes funds across multiple chains and protocols to maximize yield—no manual management or DeFi expertise required. Deposit anytime, withdraw anytime, and let MoneyFi handle the rest ",Yield Aggregator,https://app.moneyfi.fund/,,,,,Live,,@MoneyFiHub,https://icons.llama.fi/moneyfi.jpg
lpETH,Unified liquidity for liquid (re)staked ETH. Instantly unstake your ETH for a small fee,Dexs,https://www.lpeth.xyz,,,,,Live,,@lpETHxyz,https://icons.llama.fi/lpeth.jpg
CACHE.Gold,"CACHE Gold tokens are fully compliant, public, transparent, redeemable gold-backed tokens",RWA,https://cache.gold/,,,$1.0M,,Live,,@cache_gold,https://icons.llama.fi/cache.gold.png
Legion,Legion is a merit-based crypto fundraising platform that lets projects launch token sales and allocates access to users based on on-chain reputation (Legion Scores) and compliance criteria.,Launchpad,https://legion.cc?homie=BNXWVHY6,,,,,Live,,@legiondotcc,https://icons.llama.fi/legion.jpg
Rhino.fi,"Rhino.fi is the lightening fast stablecoin liquidity layer powering instant, scalable, cross-chain liquidity all through a single API. We operate our own internal solver and pre-funded liquidity network, enabling guaranteed stablecoin pricing, minimal slippage, and near-instant settlement across 35+ chains, including Ethereum, Solana, Tron, TON, BNB and specialised Appchains. Trusted by 2M+ users with over $5.5B bridged to date, we support major and localised stablecoins with built-in KYT and single-KYB onboarding to simplify compliance from day one",Bridge,https://rhino.fi,,,,,Live,,@rhinofi,https://icons.llama.fi/rhino.fi.png
Opyn Squeeth,Squeeth perpetual exposure to ETH²,Derivatives,https://squeeth.opyn.co,,,,,Live,,@opyn_,https://icons.llama.fi/opyn-squeeth.jpg
Tarot,Protocol users can deposit LP tokens in Tarot Vaults and receive Vault Tokens. The deposited LP tokens are then farmed and earned rewards are automatically converted to additional LP tokens and reinvested.,Lending,https://www.tarot.to,,,$2.5M,,Live,,@TarotFinance,https://icons.llama.fi/tarot.jpg
Levva,Levva is an optimized web3 protocol that offers universal yield and leverage in DeFi. Levva provides infrastructure for efficient on-chain liquidity management and connects liquidity providers to borrowers.,Liquidity Manager,https://levva.fi,,,,,Live,,@levva_fi,https://icons.llama.fi/levva.jpg
Aarna Protocol,"aarnâ is building the Agentic Onchain Treasury (AOT), a fully autonomous onchain treasury that allocates, rotates, and secures assets through programmable, transparent agent governance.",Yield,https://www.aarna.ai,,,,,Live,,@aarnasays,https://icons.llama.fi/aarna-protocol.jpg
Hashflow,"Hashflow xOS is a universal zk-settlement layer, setting a new standard for provable trust across exchanges. Alongside xOS, Hashflow powers one of DeFi’s largest RFQ liquidity sources, facilitating over $20 billion in volume through professional market makers to ensure guaranteed pricing and protection against MEV exploits. With a mission to build the best trading experience, Hashflow has expanded from a decentralized exchange into a benchmark for trust across the exchange ecosystem.",DEX Aggregator,https://www.hashflow.com,,,$12.2M,,Live,,@hashflow,https://icons.llama.fi/hashflow.png
Ajna V2,"Ajna is a peer to peer, oracleless, permissionless lending protocol with no governance, accepting both fungible and non fungible tokens as collateral",Lending,https://www.ajna.finance/,,,,,Live,,@ajnafi,https://icons.llama.fi/ajna-protocol.png
Verse,"Verse DEX by Bitcoin.com enables permissionless trading via your Web3 wallet, including the multichain Bitcoin.com Wallet. Trading is currently available on Ethereum and SmartBCH, but more chains are coming soon. Sign up at getverse.com to get notified.",Dexs,https://verse.bitcoin.com,,,$1.4M,,Live,,@BitcoinCom,https://icons.llama.fi/verse.png
ImmutableX,Immutable is the leading platform for building web3 games on Ethereum. Powering the next generation of web3 games,NFT Marketplace,https://imx.community/,,,$144.5M,,Live,,@Immutable,https://icons.llama.fi/immutablex.jpg
Swell Earn,"Swell Earn vaults are designed to simplify access to DeFi strategies, allowing users to effortlessly put their tokens to work in the DeFi ecosystem. By depositing tokens into the vault, users let the system automatically distribute those assets across multiple DeFi opportunities. With vault infrastructure and vault strategies provided by the team at Nucleus and active risk guardianship provided by Gauntlet . Assets deposited by users are certain to be a) up to date with latest opportunities b) optimized to capture the best yield mix and c) risk optimized to ensure best practices",Yield Aggregator,https://app.swellnetwork.io/earn/vaults,,,,,Live,,@swellnetworkio,https://icons.llama.fi/swell-earn.png
GoPlus Locker V2,A multi-chain token and liquidity locker by GoPlus Security.,Token Locker,https://gopluslabs.io,,,,,Live,,@GoPlusSecurity,https://icons.llama.fi/goplus-locker-v2.jpg
Opyn Convexity,"Opyn offers European, cash-settled options that auto-exercise upon expiry.",Options,https://www.opyn.co,,,,,Live,,@opyn_,https://icons.llama.fi/opyn-convexity.jpg
OTSea,OTSea is a leading OTC trading platform on web3 that provides users with a reliable and user friendly solution for trading crypto assets peer-to-peer,Dexs,https://otsea.io/,,,,,Live,,@otseaERC20,https://icons.llama.fi/otsea.png
Cyber,"Cyber is an L2 built on the OP stack, designed for social interactions. It offers native yield from Ethereum restaking, native smart accounts, seedless wallets, a social graph protocol and decentralized storage via CyberDB",Chain,https://cyber.co/,,,,,Live,,@BuildOnCyber,https://icons.llama.fi/cyber.png
Soon,A Layer 2 solution built on the Solana Virtual Machine (SVM) and aims to provide a high-performance platform compatible with other Layer 1 blockchains,Chain,https://soo.network/,,,$76.0M,,Live,,@soon_svm,https://icons.llama.fi/soon.jpg
Bitty,Lending on Ethereum & Bitcoin.,NFT Lending,https://bitty.io,,,,,Live,,@bitty_io,https://icons.llama.fi/bitty.jpg
Mint Bridge,The Mint Mainnet native bridge contracts are deployed as part of the Mint Mainnet rollup. They control the flow of funds to and from Ethereum and Mint Mainnet.,Canonical Bridge,https://bridge.mintchain.io/,,,,,Live,,@superbridgeapp,https://icons.llama.fi/mint-bridge.png
VaultCraft,"Build, deploy, and zap into automated yield strategies with vaultcraft",Yield,https://vaultcraft.io/,,,,,Live,,@VaultCraft_io,https://icons.llama.fi/vaultcraft.jpg
Unicly,"Unicly is a permissionless protocol to combine, fractionalize, and trade NFTs. Users can fractionalize NFT collections into ""uTokens"", and trade them on a Sushiswap-fork AMM with liquidity incentives via liquidity mining.",Dexs,,,,"$398,730",,Live,,@uniclyNFT,https://icons.llama.fi/unicly.png
YieldFlow Yield Farming,"YieldFlow is a decentralized platform for yieldfarming through staking, lending and liquidity mining.",Liquidity Manager,https://yieldflow.com,,,,,Live,,@yieldflowdotcom,https://icons.llama.fi/yieldflow-yield-farming.jpg
Zunami Protocol,"Zunami Protocol is the DAO that works with stablecoins and solves the main issues of current yield-farming protocols by streamlining interaction with DeFi, making it easier and cheaper while increasing profitability by differentiating and rebalancing users' funds",Yield Aggregator,,,,,,Live,,@ZunamiProtocol,https://icons.llama.fi/zunami-protocol.png
Gondi V3,"Borrow, Lend & Refinance NFTs on the most capital efficient lending protocol",NFT Lending,https://www.gondi.xyz,,,,,Live,,@gondixyz,https://icons.llama.fi/gondi-v3.jpg
Beta Finance V1,"Beta Finance is the permissionless money market for borrowing, lending, and shorting crypto assets.",Lending,https://www.betafinance.org/,,,,,Live,,@beta_finance,https://icons.llama.fi/beta-finance.jpg
Tenderize V2,Liquid Staking 2.0 - Stake to the validator of your choice and earn staking rewards. Use your validator specific LSTs in DeFi.,Liquid Staking,https://tenderize.me,,,,,Live,,@tenderize_me,https://icons.llama.fi/tenderize.png
MooniSwap,"Next gen. AMM protocol by 1inch! Redistributes earnings to liquidity providers, capitalizes on user slippages and protects traders from front-running attacks.",Dexs,,,,,,Live,,@mooniswap,https://icons.llama.fi/mooniswap.jpg
Wrap Protocol,"Through Wrap, users issue wTokens (wrapped tokens) which are representations of ERC20 and ERC721 tokens on the Tezos blockchain. wTokens can then be used on the Tezos blockchain, and their value is pegged to the original tokens.",Synthetics,,,,,,Live,,@Wrap_Protocol,https://icons.llama.fi/wrap-protocol.png
Sablier Legacy,"A legacy version of Sablier, released in 2019",Payments,https://legacy-recipient.sablier.com/,,,,,Live,,@Sablier,https://icons.llama.fi/sablier-finance.jpg
Integral,"Integral is a new DeFi primitive that efficiently executes large orders. Its latest product, SIZE, is a OTC-style decentralized exchange. With built-in TWAP execution, SIZE enables DAOs and whales to trade with 0 price impact at any order size.",Dexs,https://integral.link/,,,"$42,775",,Live,,@IntegralHQ,https://icons.llama.fi/integral.jpg
Counterstake,Counterstake is a permissionless and fully decentralized cross-chain bridge.,Cross Chain Bridge,https://counterstake.org,,,,,Live,,@ObyteOrg,https://icons.llama.fi/counterstake.png
Singularity Finance,"Singularity Finance is a DeFi platform of the Artificial Superintelligence Alliance that connects capital, AI-agent startups, and ASI:Chain Pods, serving as its financial layer for discovery, yield, investment, and autonomous trading",Yield,https://singularityfinance.ai/,,,"$460,570",,Live,,@Singularity_Fi,https://icons.llama.fi/singularity-finance.jpg
JPEG'd,"JPEG'd is a decentralized lending protocol on the Ethereum blockchain that enables NFT holders to open collateralized debt positions (CDPs) using their NFTs as collateral. Users mint pETH or pUSD, native tokens of the protocol that are pegged to ETH and USD respectively via Curve pools, enabling users to effectively obtain leverage on their NFTs.",NFT Lending,,,,,,Live,,@JPEGd_69,https://icons.llama.fi/jpeg'd.png
TeleSwap,TeleSwap enables secure and seamless bridging of Bitcoin assets across blockchains.,Bridge,https://teleswap.xyz,,,"$91,741",,Live,,@Tele_Swap,https://icons.llama.fi/teleswap.jpg
Streamflow,"Streamflow exponentially grows on-chain economies by providing infrastructure for creation, distribution, and incentive alignment of tokens.",Payments,https://streamflow.finance,,,"$635,892",,Live,,@streamflow_fi,https://icons.llama.fi/streamflow.jpg
Aktionariat,Swiss equity tokenization platform with integrated onchain Direct Investment and Secondary Trading,RWA,https://www.aktionariat.com/,,,,,Live,,@aktionariat,https://icons.llama.fi/aktionariat.png
Enosys Bridge,Bridge protocol. It aims to allow diverse blockchains to communicate with each other,Bridge,https://bridge.enosys.global/,,,,,Live,,@enosys_global,https://icons.llama.fi/enosys-bridge.png
Liquis,"Liquis is a liquid governance wrapper for Bunni Pro, a liquidity management solution on top of Uniswap v3. With Liquis, users gain access to max-locked veLIT with secondary liquidity, subsidizing its opportunity cost",Yield,,,,,,Live,,@Liquisfi,https://icons.llama.fi/liquis.png
Sherlock,Sherlock is a risk management protocol whose mission is to make DeFi safe for the masses. Sherlock combines protocol-to-protocol coverage with a decentralized smart contract security team to bring large amounts of affordable coverage to DeFi and beyond,Insurance,https://sherlock.xyz,,,,,Live,,@Sherlock_DeFi,https://icons.llama.fi/sherlock.png
Sherpa,"A managed multi-chain yield vault generating returns on USDC through delta-neutral strategies including positive carry capture, basis trading, volatility hedging, and other strategic arbitrage opportunities.",Onchain Capital Allocator,https://earn.sherpa.trade,,,,,Live,,@Sherpa_trade,https://icons.llama.fi/sherpa.jpg
iTrust Finance,"iTrust Finance creates mutually beneficial relationships between stakers and insurance protocols by maximising rewards and growing cover capacity for all participants of the DAO, and the wider DeFi community.",Insurance,https://itrust.finance,,,,,Live,,@iTrustFinance,https://icons.llama.fi/itrust-finance.png
Ante Finance,Smart Tests for Smart Contracts,Insurance,https://ante.finance,,,,,Live,,@AnteFinance,https://icons.llama.fi/ante-finance.png
PRDT,Know where the Market is going? The First Fully Decentralized Cross-Chain Prediction Platform On The Binance Smart Chain and Polygon Network.,Prediction Market,https://prdt.finance,,,$26.2M,,Live,,@PRDT_Finance,https://icons.llama.fi/prdt.png
9inch V2,The full-suite DEX and yield-farm where memcoins and PulseChain-related tokens enjoy the limelight on both Ethereum and PulseChain.,Dexs,https://app.9inch.io/?chain=pulsechain,,,,,Live,,@9inch_io,https://icons.llama.fi/9inch-v2.jpg
Yelay V3,Automatically optimize yield across the best DeFi platforms. Transform crypto yield into things your customers really want.,Yield Aggregator,https://www.yelay.io/,,,,,Live,,@YieldLayer,https://icons.llama.fi/yelay-v3.jpg
Swell BTC LRT,An automated vault that restakes WBTC into restaking protocols like Symbiotic (Karak and Eigenlayer coming soon) to generate yield and secure BTCFi,Yield Aggregator,https://app.swellnetwork.io/stake/swbtc,,,,,Live,,@swellnetworkio,https://icons.llama.fi/swell-btc-lrt.png
Smoothy,Smoothy is a novel single pool liquidity protocol specialized in same backed assets with low-cost zero-slippage swapping and maximized interest earning.,Dexs,https://smoothy.finance/,,,"$97,249",,Live,,@smoothswap,https://icons.llama.fi/smoothy.jpg
Antfarm finance,"Onchain rebalancing, ingeniously automated. Antfarm lets you turn market volatility into your strategic advantage, experiencing seamless, stress-free, and long-term growth leveraging the Tolerance Band Rebalancing strategy.",Liquidity Manager,https://antfarm.finance,,,,,Live,,@antfarmfinance,https://icons.llama.fi/antfarm-finance.png
Alongside,AMKT is a crypto index designed to track the crypto market in a single token.,Indexes,https://alongside.xyz/,,,"$369,944",,Live,,@alongsidefi,https://icons.llama.fi/alongside.png
Ajna V1,"Ajna is a peer to peer, oracleless, permissionless lending protocol with no governance, accepting both fungible and non fungible tokens as collateral",Lending,https://www.ajna.finance/,,,,,Live,,@ajnafi,https://icons.llama.fi/ajna.png
Hord,"Hord offers a safe and easy way for users to stake their ETH by taking care of the validators and the technical operation. All you have to do is deposit any amount of ETH, and you’ll receive a receipt token called hETH which can be later redeemed for the ETH you initially staked plus your portion of the rewards earned.",Liquid Staking,,,,"$638,573",,Live,,@HordApp,https://icons.llama.fi/hord.jpg
Elysium Bridge,Bridge for Elysium Chain,Bridge,https://bridge.elysiumchain.tech,,,,,Live,,@Elysium_VF,https://icons.llama.fi/elysium-bridge.jpg
Superloop,"Loop Strategy Vaults are smart vaults that use a looping (leveraged lending) strategy to help you earn more from your deposits. Instead of simply supplying tokens to a lending market, the vault borrows against your collateral and re-supplies it multiple times to increase exposure and amplify returns — all in a safe, automated way",Onchain Capital Allocator,https://loop.superlend.xyz/earn,,,,,Live,,@SuperlendHQ,https://icons.llama.fi/superloop.jpg
Biswap V3,"Biswap is a multichain DEX that allows trades across BNB, Ethereum, Arbitrum and Base Chains with low slippage. Liquidity providers get 80% of trading fee. By providing liquidity on BNB Chain they can also earn BSW. Core stats: 2.7M+ Users, 600K+ Community, $48B+ Total Trading Vol",Dexs,https://biswap.org/pool,,,,,Live,,@Biswap_Dex,https://icons.llama.fi/biswap-v3.jpg
Edel,"Edel is the global platform for tokenized stocks. The next-generation infrastructure for tokenized securities: transparent, efficient, and built for scale.",Lending,https://www.edel.finance/,,,$4.4M,,Live,,@edeldotfinance,https://icons.llama.fi/edel.jpg
Arca Labs ArCoin,Arca Labs ArCoin is a tokenized version of the Arca U.S. Treasury Fund,RWA,https://www.arcalabs.com/,,,,,Live,,@arcalabs,https://icons.llama.fi/arca-labs-arcoin.png
DSF.Finance,"DSF.Finance simplifies DeFi investing into a seamless one-click process, catering to both the savvy and the novice. Our platform, grounded in the Ethereum network, offers a pathway to stablecoin strategies that balance high-yield opportunities with realistic, managed risks. By leveraging trusted protocols like Curve and Convex, DSF.Finance democratizes access to DeFi, combining user-friendly design with efficiency and safety. Experience smart savings with minimized risks, where sophisticated investing is made simple and secure for everyone.",Yield,https://dsf.finance,,,,,Live,,@DsfFinance,https://icons.llama.fi/dsf.finance.png
Gravita Protocol,Gravita Protocol is an ETH-centric Borrowing Protocol for LSTs and Yield-Generating assets. GRAI is the debt token of the platform. Our motto is: fuelling decentralization. You cannot resist the pull of Gravita!,CDP,https://www.gravitaprotocol.com/,,,,,Live,,@gravitaprotocol,https://icons.llama.fi/gravita-protocol.png
Perpetual Protocol,Decentralized Perpetual Contracts for Every Asset.,Derivatives,,,,$2.0M,,Live,,@perpprotocol,https://icons.llama.fi/perpetual-protocol.png
SingularityDAO,"SingularityDAO is a decentralised, blockchain-based organisation with the main goal of governing DynaSets, diversified baskets of cryptocurrency assets dynamically managed by AI. SingularityDAO brings the sophisticated risk-management strategies of AI-managed funds to DeFi, using SingularityNET’s superior AI technology.",Yield,https://singularitydao.ai,,,,,Live,,@SingularityDao,https://icons.llama.fi/singularitydao.png
Bracket LST,"brktETH: a composite token backed by a mix of underlying liquid staking tokens, fungible, and accrues underlying LST/LRT reward points",Liquid Staking,https://app.bracket.fi/,,,,,Live,,@bracket_fi,https://icons.llama.fi/bracket-lst.jpg
ZKcandy Bridge,Unleash the power of ai-enabled entertainment. Lightning fast Elastic Chain ,Canonical Bridge,https://zkcandy.io/,,,,,Live,,@ZKcandyHQ,https://icons.llama.fi/zkcandy-bridge.jpg
Cryptex V1,"Cryptex Finance is a multi-network DeFi protocol with the mission of making crypto-native markets tradable. The protocol uses Ethereum smart contracts, Perennial derivatives vaults, and Chainlink data oracles to provide secure and decentralized trading for users.",Indexes,https://cryptex.finance/,,,,,Live,,@CryptexFinance,https://icons.llama.fi/cryptex-finance.jpg
Avantgarde,Unleashing the potential of idle on-chain capital.,Risk Curators,https://app.morpho.org/ethereum/curator/avantgarde,,,,,Live,,@avantgardefi,https://icons.llama.fi/avantgarde.jpg
Jigsaw,"Jigsaw is a CDP-based stablecoin protocol that offers dynamic collateral management, allowing users to move collateral between whitelisted protocols and assets and borrow the overcollateralized stablecoin jUSD",CDP,https://app.jigsaw.finance/,,,,,Live,,@jigsawdefi,https://icons.llama.fi/jigsaw.png
BloctoSwap,"Inter-chain automatic market-making decentralized exchange on Flow, with assets bridged from Ethereum",Dexs,,,,,,Live,,@BloctoApp,https://icons.llama.fi/bloctoswap.png
yAxis,"yAxis v3 is a meta yield aggregator allowing users to earn interest on digital assets like ETH, stablecoins, LINK and BTC through the Canonical Vaults. Governance allows YAXIS holders to boost their personal yield and vote to further increase vault yields",Yield Aggregator,,,,"$524,976",,Live,,@yaxis_project,https://icons.llama.fi/yaxis.jpg
Cove Boosties,"Cove is the first onchain portfolio manager. Traditional AMMs are not well suited for portfolio or index construction because they suffer from loss-versus-rebalancing (LVR). This is because of toxic order flow: all trades execute at worse-than-market prices. Cove proposes an innovative new approach that eliminates LVR and earns more for liquidity providers. Cove is optimized by Gauntlet and audited by Trail of Bits, Quantstamp, and yAudit.",Yield Aggregator,https://www.cove.finance,,,,,Live,,@cove_fi,https://icons.llama.fi/cove-boosties.jpg
MochiFi,"Mochi puts your NFTs and long-tail assets to work as collateral while maintaining exposure to their long-term value. An autonomously governed protocol, Mochi bridges the gap between NFTs and DeFi to pioneer a new way to maximize the utility of emerging digital assets.",Lending,https://mochi.fi,,,,,Live,,@MochiDeFi,https://icons.llama.fi/mochifi.png
Bundles,Invest and diversify your portfolio in a snap,Indexes,https://bundles.fi/,,,,,Live,,@bundles_fi,https://icons.llama.fi/bundles.jpg
APY Finance,The APY.Finance platform is a yield farming robo-advisor that runs a portfolio of yield farming strategies from a single pool of liquidity.,Yield,https://apy.finance,,,"$35,291",,Live,,@apyfinance,https://icons.llama.fi/apy-finance.jpg
SHPRD,Decentralized Asset Management Platform.,Indexes,https://shprd.finance,,,,,Live,,,https://icons.llama.fi/shprd.jpg
Secured Finance Lending,Secured Finance built a full on-chain Orderbook-based Rates DeFi Trading Platform to facilitate the lending and borrowing of digital assets to construct yield curves in the DeFi space.,Lending,https://secured.finance,,,,,Live,,@Secured_Fi,https://icons.llama.fi/secured-finance-lending.jpg
Octus Bridge,Cross-chain transfers,Bridge,https://octusbridge.io/bridge,,,"$33,515",,Live,,@OctusBridge,https://icons.llama.fi/octus-bridge.jpg
Prime Protocol,"Prime Protocol is the first natively cross-chain decentralized liquidity protocol, serving as a prime brokerage for the entire crypto ecosystem. Borrowers can deposit collateral on any supported blockchain, and receive liquidity on any other chain regardless of original collateral location. All borrows and deposits are cross-margined, so users have the experience of operating from one account across many blockchains.",Lending,https://app.primeprotocol.xyz,,,,,Live,,@prime_protocol,https://icons.llama.fi/prime-protocol.jpg
Solidly V3,"Self-optimizing DEX combining the best of Curve, Uniswap and ve(3,3)",Dexs,https://solidly.com,,,,,Live,,@SolidlyLabs,https://icons.llama.fi/solidly-v3.png
Swapr V2,"A governance-enabled automated-market maker with adjustable fees, made by DXdao.",Dexs,https://swapr.eth.link/#/swap,,,,,Live,,@Swapr_dapp,https://icons.llama.fi/swapr-v2.jpg
BOB Fusion,"BOB is a new Bitcoin EVM L2, secured by Bitcoin PoW and connected to ETH as a rollup.",Farm,https://gobob.xyz,,,,,Live,,@build_on_bob,https://icons.llama.fi/bob-fusion.jpg
Convergence,Convergence Finance is a cross-chain AMM and launchpad that aims to make private markets public while enabling cross-chain compatibility to maximize liquidity across different chains so users can interact with private-sale token projects and transact beyond the ERC20 standard.,Dexs,https://conv.finance,,,"$14,160",,Live,,@ConvergenceFin,https://icons.llama.fi/convergence.jpg
YFII,Yield aggregator,Yield Aggregator,,,,$1.5M,,Live,,@DfiMoney,https://icons.llama.fi/yfii.jpg
Pods Finance,Pods is a decentralized non-custodial options protocol that allows users to create calls and/or puts and trade them in the Options AMM.,Options,,,,,,Live,,@PodsFinance,https://icons.llama.fi/pods-finance.jpg
88mph,Earn fixed-rate interest on your crypto.,Lending,https://88mph.app/,,,"$20,450",,Live,,@88mphapp,https://icons.llama.fi/88mph.png
